business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
5oqABvpjun6-4nANUEk5wQ,Wendy's,2061 E. Dublin-Granville,Columbus,OH,43229,40.085953,-82.9619387,1.5,6,1,"{""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""RestaurantsGoodForGroups"":""True"",""WiFi"":""'no'"",""RestaurantsReservations"":""False"",""NoiseLevel"":""'average'"",""RestaurantsPriceRange2"":""1"",""GoodForKids"":""True"",""RestaurantsTakeOut"":""True"",""Alcohol"":""'none'"",""OutdoorSeating"":""False"",""BikeParking"":""False"",""Caters"":""False"",""RestaurantsAttire"":""'casual'"",""HasTV"":""True"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsDelivery"":""True""}","Hot Dogs, Burgers, Restaurants, Fast Food","{""Monday"":""10:0-1:0"",""Tuesday"":""10:0-1:0"",""Wednesday"":""10:0-1:0"",""Thursday"":""10:0-1:0"",""Friday"":""10:0-1:0"",""Saturday"":""10:0-1:0"",""Sunday"":""10:0-1:0""}"
lYLo2RK2tlsTFC0y0bO2Rw,Panda Wok,5799 Karric Sq Dr,Dublin,OH,43016,40.072128,-83.122934,3.5,7,0,"{""RestaurantsTakeOut"":""True""}","Restaurants, Japanese, Chinese, Asian Fusion","{""Monday"":""10:30-22:0"",""Tuesday"":""10:30-22:0"",""Wednesday"":""10:30-22:0"",""Thursday"":""10:30-22:0"",""Friday"":""10:30-23:0"",""Saturday"":""10:30-23:0"",""Sunday"":""11:30-22:0""}"
c6AB-IjpJsvxQjAEWyyZMA,Training for Warriors Portland,1338 SE 6th Ave,Portland,OR,97214,45.5131565,-122.6594012,4.5,20,1,"{""BusinessAcceptsCreditCards"":""True"",""BikeParking"":""True"",""ByAppointmentOnly"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""GoodForKids"":""False""}","Active Life, Boot Camps, Fitness & Instruction, Trainers, Gyms","{""Monday"":""5:0-19:0"",""Tuesday"":""5:0-19:0"",""Wednesday"":""5:0-19:0"",""Thursday"":""5:0-19:0"",""Friday"":""5:0-19:0"",""Saturday"":""7:0-11:0""}"
d1PwRAUH8GbDUy8783fcRg,The Good Mod,"1313 W Burnside St, Fl 4th",Portland,OR,97209,45.5230473,-122.6849129,4.0,19,1,"{""BikeParking"":""True"",""RestaurantsPriceRange2"":""4"",""BusinessParking"":""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""BusinessAcceptsCreditCards"":""True""}","Furniture Repair, Venues & Event Spaces, Shopping, Fashion, Furniture Rental, Home & Garden, Local Services, Used, Vintage & Consignment, Metal Fabricators, Furniture Stores, Furniture Reupholstery, Event Planning & Services","{""Monday"":""11:0-18:0"",""Tuesday"":""11:0-18:0"",""Wednesday"":""11:0-18:0"",""Thursday"":""11:0-18:0"",""Friday"":""11:0-18:0"",""Saturday"":""11:0-18:0"",""Sunday"":""11:0-18:0""}"
4CqALmf3-Q7K8iJ5o6AGcA,Midtown Towing,2870 Pharr Ct South NW,Atlanta,GA,30314,33.833765,-84.385539,1.5,38,0,"{""BusinessAcceptsCreditCards"":""True""}","Towing, Automotive",
Yx9s6U1huOQSW2aemJ5lAA,The Shine Band,,Boston,MA,02116,42.353068,-71.0765188,5.0,6,1,"{""BusinessAcceptsCreditCards"":""False""}","Arts & Entertainment, Performing Arts, Wedding Planning, Musicians, Event Planning & Services, Party & Event Planning","{""Monday"":""10:0-22:0"",""Tuesday"":""10:0-22:0"",""Wednesday"":""10:0-22:0"",""Thursday"":""10:0-22:0"",""Friday"":""10:0-22:0"",""Saturday"":""10:0-22:0"",""Sunday"":""10:0-22:0""}"
OqeI84LHBO0g0xVRFywsDg,Rally Pizza,8070 E Mill Plain Blvd,Vancouver,WA,98664,45.625377655,-122.5904693604,4.0,219,1,"{""Alcohol"":""u'full_bar'"",""WheelchairAccessible"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsTakeOut"":""True"",""OutdoorSeating"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"",""HappyHour"":""True"",""RestaurantsPriceRange2"":""2"",""DogsAllowed"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""NoiseLevel"":""'average'"",""BusinessAcceptsBitcoin"":""False"",""HasTV"":""False"",""Caters"":""True"",""RestaurantsGoodForGroups"":""True"",""BusinessAcceptsCreditCards"":""True"",""GoodForMeal"":""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""BikeParking"":""True"",""RestaurantsReservations"":""True"",""RestaurantsTableService"":""True"",""GoodForKids"":""True"",""RestaurantsAttire"":""'casual'"",""DriveThru"":""False"",""WiFi"":""u'free'"",""BYOB"":""False"",""Corkage"":""True""}","Pizza, Vegetarian, Salad, Food, Restaurants, Desserts","{""Monday"":""0:0-0:0"",""Tuesday"":""15:0-20:0"",""Wednesday"":""15:0-20:0"",""Thursday"":""12:0-17:0"",""Friday"":""12:0-20:0"",""Saturday"":""12:0-20:0"",""Sunday"":""12:0-20:0""}"
ALisPhj-3qsUzk9jD6Rh9A,Travelling Gourmet,,Oviedo,FL,32766,28.669997,-81.2081203,4.5,6,1,"{""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""Alcohol"":""u'none'"",""WiFi"":""u'no'"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""NoiseLevel"":""u'very_loud'"",""Ambience"":""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsPriceRange2"":""1"",""RestaurantsGoodForGroups"":""True"",""GoodForKids"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""False"",""Caters"":""True"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""True"",""HasTV"":""True""}","Food, Food Trucks, American (New), Food Stands, Restaurants",
3Wg5u1_pgt8hVOkJYAy0Qg,Public Storage,2525 E Michigan St,Orlando,FL,32806,28.5136664,-81.3502971,4.5,8,1,"{""BusinessAcceptsCreditCards"":""True""}","Local Services, Self Storage","{""Monday"":""9:30-18:0"",""Tuesday"":""9:30-18:0"",""Wednesday"":""9:30-18:0"",""Thursday"":""9:30-18:0"",""Friday"":""9:30-18:0"",""Saturday"":""9:30-17:0"",""Sunday"":""9:30-17:0""}"
7B9TPYRDXGT0McNI9mwQrg,The Sheridan North Druid Hills,1514 Sheridan Rd NE,Atlanta,GA,30324,33.8256088,-84.3379359,2.0,10,1,,"Apartments, Home Services, Real Estate","{""Monday"":""9:0-18:0"",""Tuesday"":""9:0-18:0"",""Wednesday"":""9:0-19:0"",""Thursday"":""9:0-18:0"",""Friday"":""9:0-18:0"",""Saturday"":""10:0-17:0"",""Sunday"":""13:0-17:0""}"
aR2kk9lWxp2GybVdmrpmSg,Taco City,2315 Main St,Vancouver,WA,98660,45.6384495646,-122.6713945717,2.5,37,1,"{""RestaurantsGoodForGroups"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""HasTV"":""True"",""RestaurantsAttire"":""u'casual'"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""2"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""RestaurantsReservations"":""False"",""RestaurantsTakeOut"":""True"",""WiFi"":""'no'"",""OutdoorSeating"":""None"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True""}","Food, Food Trucks, Mexican, Restaurants",
MVyg06o418HeT7S-tyraOw,Three Odd Guys Brewing,48 E 5th St,Apopka,FL,32704,28.671639,-81.509912,5.0,16,1,,"Breweries, Food","{""Monday"":""11:30-21:0"",""Tuesday"":""11:30-21:0"",""Wednesday"":""11:30-21:0"",""Thursday"":""11:30-21:0"",""Friday"":""11:30-23:0"",""Saturday"":""11:30-23:0"",""Sunday"":""11:30-21:0""}"
W-vmx7fKenv6GX-lVhCXbg,Summer Moon Coffee,"3115 South 1st St, 1b",Austin,TX,78704,30.2332351,-97.7648101,4.0,943,1,"{""OutdoorSeating"":""True"",""Alcohol"":""'none'"",""BusinessAcceptsCreditCards"":""True"",""BikeParking"":""True"",""ByAppointmentOnly"":""False"",""WiFi"":""'free'"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""2"",""WheelchairAccessible"":""True"",""RestaurantsDelivery"":""True"",""NoiseLevel"":""u'average'"",""GoodForKids"":""False""}","Coffee Roasteries, Coffee & Tea, Food","{""Monday"":""0:0-0:0"",""Tuesday"":""6:0-20:0"",""Wednesday"":""6:0-18:0"",""Thursday"":""6:0-14:0"",""Friday"":""8:0-16:0"",""Saturday"":""8:0-20:0"",""Sunday"":""7:0-20:0""}"
DwbYbPR3Z4mGHz-F0twp4w,Cherry Blossom Nails & Spa,"990 N State 434, Ste 1172",Altamonte Springs,FL,32714,28.6832713474,-81.4196941629,4.0,163,1,"{""WheelchairAccessible"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""ByAppointmentOnly"":""False"",""BusinessAcceptsBitcoin"":""False"",""BikeParking"":""True"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsPriceRange2"":""2"",""WiFi"":""u'free'""}","Nail Salons, Beauty & Spas","{""Monday"":""9:30-19:30"",""Tuesday"":""9:30-19:30"",""Wednesday"":""9:30-19:30"",""Thursday"":""9:30-19:30"",""Friday"":""9:30-19:30"",""Saturday"":""9:30-19:0"",""Sunday"":""10:0-18:0""}"
jOgzP2_i9_OYSgbLZVCjqA,Montaje Apartments,449 Canal St,Somerville,MA,02145,42.394109,-71.078288,4.5,12,1,"{""ByAppointmentOnly"":""False"",""BusinessAcceptsCreditCards"":""True""}","Real Estate, Home Services, Apartments","{""Monday"":""9:0-18:0"",""Tuesday"":""9:0-18:0"",""Wednesday"":""9:0-18:0"",""Thursday"":""9:0-18:0"",""Friday"":""9:0-17:0"",""Saturday"":""10:0-17:0""}"
EtlDYF23S6ulDM5Idigvtw,Boston Wood Floor Supply,80 Neponset Ave,Dorchester,MA,02122,42.2955623,-71.0533982,3.5,6,1,"{""BusinessAcceptsCreditCards"":""True"",""ByAppointmentOnly"":""False""}","Flooring, Home Services","{""Monday"":""7:0-17:0"",""Tuesday"":""7:0-17:0"",""Wednesday"":""7:0-17:0"",""Thursday"":""7:0-17:0"",""Friday"":""7:0-17:0"",""Saturday"":""7:0-15:0""}"
9h7K1Qx04cdL9dgFDg-15w,Christina Salatino,"6355 Peachtree Dunwoody Rd, Ste 40, Heat Lounge Salon",Atlanta,GA,30328,33.9292937,-84.3511388,4.5,6,1,"{""BusinessAcceptsCreditCards"":""True"",""ByAppointmentOnly"":""True"",""WheelchairAccessible"":""True"",""BikeParking"":""False""}","Hair Salons, Blow Dry/Out Services, Beauty & Spas, Hair Stylists","{""Tuesday"":""11:0-19:0"",""Wednesday"":""9:0-17:0"",""Thursday"":""9:0-17:0"",""Friday"":""9:0-17:0"",""Saturday"":""9:0-17:0""}"
3hScX7Sa5KVPEe4n-7haWw,Spirit Halloween Superstore,10164 SW Washington Square Rd,Portland,OR,97223,45.4471247,-122.7766913,3.0,10,0,"{""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"",""BikeParking"":""True"",""RestaurantsPriceRange2"":""2""}","Shopping, Costumes, Arts & Crafts",
e6a1BUHNrJhPZouXDX4SmQ,Magic Pet Oviedo,5420 Deep Lake Rd,Oviedo,FL,32765,28.617468,-81.2620999,5.0,12,0,,"Pet Stores, Pets, Pet Services, Pet Groomers","{""Monday"":""10:0-19:0"",""Tuesday"":""10:0-19:0"",""Wednesday"":""10:0-19:0"",""Thursday"":""10:0-19:0"",""Friday"":""10:0-19:0"",""Saturday"":""9:0-18:0"",""Sunday"":""11:0-17:0""}"
ArtD8F0Ca7SMLUuU1Rickw,Wawa,"2690 W 25th Street, Ste 5158",Sanford,FL,32771,28.7867322553,-81.2973485897,3.5,10,1,"{""BikeParking"":""True"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsPriceRange2"":""1"",""BusinessAcceptsCreditCards"":""True"",""HasTV"":""True"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"",""WiFi"":""u'free'"",""RestaurantsDelivery"":""True""}","Convenience Stores, Coffee & Tea, Food, Sandwiches, Gas Stations, Automotive, Restaurants","{""Monday"":""0:0-0:0"",""Tuesday"":""0:0-0:0"",""Wednesday"":""0:0-0:0"",""Thursday"":""0:0-0:0"",""Friday"":""0:0-0:0"",""Saturday"":""0:0-0:0"",""Sunday"":""0:0-0:0""}"
WOW_tl5HC1l-n30Km4qPFw,Shawarma King,1383 Beacon St,Brookline,MA,02446,42.3411052,-71.1241255,3.5,359,1,"{""HasTV"":""True"",""RestaurantsDelivery"":""True"",""RestaurantsReservations"":""False"",""Corkage"":""False"",""BusinessParking"":""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"",""OutdoorSeating"":""True"",""GoodForKids"":""True"",""BikeParking"":""True"",""NoiseLevel"":""u'average'"",""BYOBCorkage"":""'yes_free'"",""WiFi"":""u'no'"",""RestaurantsPriceRange2"":""1"",""RestaurantsAttire"":""'casual'"",""RestaurantsGoodForGroups"":""True"",""BusinessAcceptsCreditCards"":""True"",""Caters"":""True"",""Alcohol"":""'none'"",""RestaurantsTakeOut"":""True"",""RestaurantsTableService"":""False"",""WheelchairAccessible"":""True"",""Ambience"":""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Middle Eastern, Restaurants, Food, Juice Bars & Smoothies","{""Tuesday"":""12:0-21:0"",""Wednesday"":""12:0-21:0"",""Thursday"":""12:0-21:0"",""Friday"":""12:0-21:0"",""Saturday"":""12:0-21:0"",""Sunday"":""12:0-20:30""}"
41sLeMRK4LnGLdv7NwqHtQ,Duke's Thai & American Food,640 S Park Ave,Titusville,FL,32796,28.608474,-80.819185,4.0,13,1,,"American (Traditional), Restaurants, Thai",
93RWw5ngdwN7DWNmla_O9A,Maryland Fried Chicken Original,1672 S Orange Blossom Trl,Apopka,FL,32703,28.6519965,-81.4683261,3.5,17,1,"{""GoodForKids"":""True"",""BusinessParking"":""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""OutdoorSeating"":""False"",""RestaurantsTakeOut"":""True"",""Caters"":""False"",""Ambience"":""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"",""RestaurantsReservations"":""False"",""BikeParking"":""True"",""HasTV"":""True"",""RestaurantsGoodForGroups"":""False"",""RestaurantsPriceRange2"":""1"",""Alcohol"":""'none'"",""NoiseLevel"":""'average'"",""RestaurantsAttire"":""'casual'"",""WiFi"":""'no'"",""BusinessAcceptsCreditCards"":""True"",""RestaurantsDelivery"":""True""}","Restaurants, Chicken Shop, Chicken Wings","{""Monday"":""10:0-22:0"",""Tuesday"":""10:0-22:0"",""Wednesday"":""10:0-22:0"",""Thursday"":""10:0-22:0"",""Friday"":""10:0-20:0"",""Sunday"":""11:0-21:0""}"
4caOBg7o79RLm10cnjdyzw,Five On Black,"1805 29th St, Ste 1138",Boulder,CO,80301,40.0187817,-105.2564546,4.0,193,0,"{""DriveThru"":""False"",""BikeParking"":""True"",""HasTV"":""False"",""GoodForMeal"":""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"",""Ambience"":""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"",""BusinessAcceptsCreditCards"":""True"",""BusinessParking"":""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"",""RestaurantsTableService"":""False"",""RestaurantsAttire"":""u'casual'"",""OutdoorSeating"":""True"",""RestaurantsDelivery"":""None"",""WiFi"":""u'no'"",""Alcohol"":""u'none'"",""RestaurantsGoodForGroups"":""True"",""NoiseLevel"":""'average'"",""RestaurantsReservations"":""False"",""GoodForKids"":""True"",""RestaurantsPriceRange2"":""1"",""RestaurantsTakeOut"":""True"",""WheelchairAccessible"":""True"",""Caters"":""True""}","Fast Food, Brazilian, Restaurants","{""Monday"":""11:0-21:0"",""Tuesday"":""11:0-21:0"",""Wednesday"":""11:0-21:0"",""Thursday"":""11:0-21:0"",""Friday"":""11:0-21:0"",""Saturday"":""11:0-21:0"",""Sunday"":""11:0-21:0""}"
